,open,high,low,close,volume
2024-04-11 10:00:00,3013.573,3050.337,3009.897,3034.246,34089439200.0
2024-04-11 10:15:00,3013.573,3050.337,3009.897,3034.246,34089439200.0
2024-04-11 10:30:00,3013.573,3050.337,3009.897,3034.246,34089439200.0
2024-04-11 10:45:00,3013.573,3050.337,3009.897,3034.246,34089439200.0
2024-04-11 11:00:00,3013.573,3050.337,3009.897,3034.246,34089439200.0
2024-04-11 11:15:00,3013.573,3050.337,3009.897,3034.246,34089439200.0
2024-04-11 11:30:00,3013.573,3050.337,3009.897,3034.246,34089439200.0
2024-04-11 13:15:00,3013.573,3050.337,3009.897,3034.246,34089439200.0
2024-04-11 13:30:00,3013.573,3050.337,3009.897,3034.246,34089439200.0
2024-04-11 13:45:00,3013.573,3050.337,3009.897,3034.246,34089439200.0
2024-04-11 14:00:00,3013.573,3050.337,3009.897,3034.246,34089439200.0
2024-04-11 14:15:00,3013.573,3050.337,3009.897,3034.246,34089439200.0
2024-04-11 14:30:00,3013.573,3050.337,3009.897,3034.246,34089439200.0
2024-04-11 14:45:00,3013.573,3050.337,3009.897,3034.246,34089439200.0
2024-04-11 15:00:00,3013.573,3050.337,3009.897,3034.246,34089439200.0
2024-04-12 09:45:00,3035.577,3043.56,3014.83,3019.474,33422977100.0
2024-04-12 10:00:00,3035.577,3043.56,3014.83,3019.474,33422977100.0
2024-04-12 10:15:00,3035.577,3043.56,3014.83,3019.474,33422977100.0
2024-04-12 10:30:00,3035.577,3043.56,3014.83,3019.474,33422977100.0
2024-04-12 10:45:00,3035.577,3043.56,3014.83,3019.474,33422977100.0
2024-04-12 11:00:00,3035.577,3043.56,3014.83,3019.474,33422977100.0
2024-04-12 11:15:00,3035.577,3043.56,3014.83,3019.474,33422977100.0
2024-04-12 11:30:00,3035.577,3043.56,3014.83,3019.474,33422977100.0
2024-04-12 13:15:00,3035.577,3043.56,3014.83,3019.474,33422977100.0
2024-04-12 13:30:00,3035.577,3043.56,3014.83,3019.474,33422977100.0
2024-04-12 13:45:00,3035.577,3043.56,3014.83,3019.474,33422977100.0
2024-04-12 14:00:00,3035.577,3043.56,3014.83,3019.474,33422977100.0
2024-04-12 14:15:00,3035.577,3043.56,3014.83,3019.474,33422977100.0
2024-04-12 14:30:00,3035.577,3043.56,3014.83,3019.474,33422977100.0
2024-04-12 14:45:00,3035.577,3043.56,3014.83,3019.474,33422977100.0
2024-04-12 15:00:00,3035.577,3043.56,3014.83,3019.474,33422977100.0
2024-04-15 09:45:00,3013.672,3066.941,2995.542,3057.378,46123924400.0
2024-04-15 10:00:00,3013.672,3066.941,2995.542,3057.378,46123924400.0
2024-04-15 10:15:00,3013.672,3066.941,2995.542,3057.378,46123924400.0
2024-04-15 10:30:00,3013.672,3066.941,2995.542,3057.378,46123924400.0
2024-04-15 10:45:00,3013.672,3066.941,2995.542,3057.378,46123924400.0
2024-04-15 11:00:00,3013.672,3066.941,2995.542,3057.378,46123924400.0
2024-04-15 11:15:00,3013.672,3066.941,2995.542,3057.378,46123924400.0
2024-04-15 11:30:00,3013.672,3066.941,2995.542,3057.378,46123924400.0
2024-04-15 13:15:00,3013.672,3066.941,2995.542,3057.378,46123924400.0
2024-04-15 13:30:00,3013.672,3066.941,2995.542,3057.378,46123924400.0
2024-04-15 13:45:00,3013.672,3066.941,2995.542,3057.378,46123924400.0
2024-04-15 14:00:00,3013.672,3066.941,2995.542,3057.378,46123924400.0
2024-04-15 14:15:00,3013.672,3066.941,2995.542,3057.378,46123924400.0
2024-04-15 14:30:00,3013.672,3066.941,2995.542,3057.378,46123924400.0
2024-04-15 14:45:00,3013.672,3066.941,2995.542,3057.378,46123924400.0
2024-04-15 15:00:00,3013.672,3066.941,2995.542,3057.378,46123924400.0
2024-04-16 09:45:00,3043.551,3052.435,3005.34,3007.068,44807047300.0
2024-04-16 10:00:00,3043.551,3052.435,3005.34,3007.068,44807047300.0
2024-04-16 10:15:00,3043.551,3052.435,3005.34,3007.068,44807047300.0
2024-04-16 10:30:00,3043.551,3052.435,3005.34,3007.068,44807047300.0
2024-04-16 10:45:00,3043.551,3052.435,3005.34,3007.068,44807047300.0
2024-04-16 11:00:00,3043.551,3052.435,3005.34,3007.068,44807047300.0
2024-04-16 11:15:00,3043.551,3052.435,3005.34,3007.068,44807047300.0
2024-04-16 11:30:00,3043.551,3052.435,3005.34,3007.068,44807047300.0
2024-04-16 13:15:00,3043.551,3052.435,3005.34,3007.068,44807047300.0
2024-04-16 13:30:00,3043.551,3052.435,3005.34,3007.068,44807047300.0
2024-04-16 13:45:00,3043.551,3052.435,3005.34,3007.068,44807047300.0
2024-04-16 14:00:00,3043.551,3052.435,3005.34,3007.068,44807047300.0
2024-04-16 14:15:00,3043.551,3052.435,3005.34,3007.068,44807047300.0
2024-04-16 14:30:00,3043.551,3052.435,3005.34,3007.068,44807047300.0
2024-04-16 14:45:00,3043.551,3052.435,3005.34,3007.068,44807047300.0
2024-04-16 15:00:00,3043.551,3052.435,3005.34,3007.068,44807047300.0
2024-04-17 09:45:00,3008.061,3071.381,3002.056,3071.381,41335836800.0
2024-04-17 10:00:00,3008.061,3071.381,3002.056,3071.381,41335836800.0
2024-04-17 10:15:00,3008.061,3071.381,3002.056,3071.381,41335836800.0
2024-04-17 10:30:00,3008.061,3071.381,3002.056,3071.381,41335836800.0
2024-04-17 10:45:00,3008.061,3071.381,3002.056,3071.381,41335836800.0
2024-04-17 11:00:00,3008.061,3071.381,3002.056,3071.381,41335836800.0
2024-04-17 11:15:00,3008.061,3071.381,3002.056,3071.381,41335836800.0
2024-04-17 11:30:00,3008.061,3071.381,3002.056,3071.381,41335836800.0
2024-04-17 13:15:00,3008.061,3071.381,3002.056,3071.381,41335836800.0
2024-04-17 13:30:00,3008.061,3071.381,3002.056,3071.381,41335836800.0
2024-04-17 13:45:00,3008.061,3071.381,3002.056,3071.381,41335836800.0
2024-04-17 14:00:00,3008.061,3071.381,3002.056,3071.381,41335836800.0
2024-04-17 14:15:00,3008.061,3071.381,3002.056,3071.381,41335836800.0
2024-04-17 14:30:00,3008.061,3071.381,3002.056,3071.381,41335836800.0
2024-04-17 14:45:00,3008.061,3071.381,3002.056,3071.381,41335836800.0
2024-04-17 15:00:00,3008.061,3071.381,3002.056,3071.381,41335836800.0
2024-04-18 09:45:00,3060.031,3102.553,3057.761,3074.225,41632134900.0
2024-04-18 10:00:00,3060.031,3102.553,3057.761,3074.225,41632134900.0
2024-04-18 10:15:00,3060.031,3102.553,3057.761,3074.225,41632134900.0
2024-04-18 10:30:00,3060.031,3102.553,3057.761,3074.225,41632134900.0
2024-04-18 10:45:00,3060.031,3102.553,3057.761,3074.225,41632134900.0
2024-04-18 11:00:00,3060.031,3102.553,3057.761,3074.225,41632134900.0
2024-04-18 11:15:00,3060.031,3102.553,3057.761,3074.225,41632134900.0
2024-04-18 11:30:00,3060.031,3102.553,3057.761,3074.225,41632134900.0
2024-04-18 13:15:00,3060.031,3102.553,3057.761,3074.225,41632134900.0
2024-04-18 13:30:00,3060.031,3102.553,3057.761,3074.225,41632134900.0
2024-04-18 13:45:00,3060.031,3102.553,3057.761,3074.225,41632134900.0
2024-04-18 14:00:00,3060.031,3102.553,3057.761,3074.225,41632134900.0
2024-04-18 14:15:00,3060.031,3102.553,3057.761,3074.225,41632134900.0
2024-04-18 14:30:00,3060.031,3102.553,3057.761,3074.225,41632134900.0
2024-04-18 14:45:00,3060.031,3102.553,3057.761,3074.225,41632134900.0
2024-04-18 15:00:00,3060.031,3102.553,3057.761,3074.225,41632134900.0
2024-04-19 09:45:00,3060.299,3080.323,3055.058,3065.261,37554385500.0
2024-04-19 10:00:00,3060.299,3080.323,3055.058,3065.261,37554385500.0
2024-04-19 10:15:00,3060.299,3080.323,3055.058,3065.261,37554385500.0
2024-04-19 10:30:00,3060.299,3080.323,3055.058,3065.261,37554385500.0
2024-04-19 10:45:00,3060.299,3080.323,3055.058,3065.261,37554385500.0
2024-04-19 11:00:00,3060.299,3080.323,3055.058,3065.261,37554385500.0
2024-04-19 11:15:00,3060.299,3080.323,3055.058,3065.261,37554385500.0
2024-04-19 11:30:00,3060.299,3080.323,3055.058,3065.261,37554385500.0
2024-04-19 13:15:00,3060.299,3080.323,3055.058,3065.261,37554385500.0
2024-04-19 13:30:00,3060.299,3080.323,3055.058,3065.261,37554385500.0
2024-04-19 13:45:00,3060.299,3080.323,3055.058,3065.261,37554385500.0
2024-04-19 14:00:00,3060.299,3080.323,3055.058,3065.261,37554385500.0
2024-04-19 14:15:00,3060.299,3080.323,3055.058,3065.261,37554385500.0
2024-04-19 14:30:00,3060.299,3080.323,3055.058,3065.261,37554385500.0
2024-04-19 14:45:00,3060.299,3080.323,3055.058,3065.261,37554385500.0
2024-04-19 15:00:00,3060.299,3080.323,3055.058,3065.261,37554385500.0
2024-04-22 09:45:00,3059.065,3078.423,3042.542,3044.595,35721639900.0
2024-04-22 10:00:00,3059.065,3078.423,3042.542,3044.595,35721639900.0
2024-04-22 10:15:00,3059.065,3078.423,3042.542,3044.595,35721639900.0
2024-04-22 10:30:00,3059.065,3078.423,3042.542,3044.595,35721639900.0
2024-04-22 10:45:00,3059.065,3078.423,3042.542,3044.595,35721639900.0
2024-04-22 11:00:00,3059.065,3078.423,3042.542,3044.595,35721639900.0
2024-04-22 11:15:00,3059.065,3078.423,3042.542,3044.595,35721639900.0
2024-04-22 11:30:00,3059.065,3078.423,3042.542,3044.595,35721639900.0
2024-04-22 13:15:00,3059.065,3078.423,3042.542,3044.595,35721639900.0
2024-04-22 13:30:00,3059.065,3078.423,3042.542,3044.595,35721639900.0
2024-04-22 13:45:00,3059.065,3078.423,3042.542,3044.595,35721639900.0
2024-04-22 14:00:00,3059.065,3078.423,3042.542,3044.595,35721639900.0
2024-04-22 14:15:00,3059.065,3078.423,3042.542,3044.595,35721639900.0
2024-04-22 14:30:00,3059.065,3078.423,3042.542,3044.595,35721639900.0
2024-04-22 14:45:00,3059.065,3078.423,3042.542,3044.595,35721639900.0
2024-04-22 15:00:00,3059.065,3078.423,3042.542,3044.595,35721639900.0
2024-04-23 09:45:00,3038.612,3044.944,3016.517,3021.978,32559512800.0
2024-04-23 10:00:00,3038.612,3044.944,3016.517,3021.978,32559512800.0
2024-04-23 10:15:00,3038.612,3044.944,3016.517,3021.978,32559512800.0
2024-04-23 10:30:00,3038.612,3044.944,3016.517,3021.978,32559512800.0
2024-04-23 10:45:00,3038.612,3044.944,3016.517,3021.978,32559512800.0
2024-04-23 11:00:00,3038.612,3044.944,3016.517,3021.978,32559512800.0
2024-04-23 11:15:00,3038.612,3044.944,3016.517,3021.978,32559512800.0
2024-04-23 11:30:00,3038.612,3044.944,3016.517,3021.978,32559512800.0
2024-04-23 13:15:00,3038.612,3044.944,3016.517,3021.978,32559512800.0
2024-04-23 13:30:00,3038.612,3044.944,3016.517,3021.978,32559512800.0
2024-04-23 13:45:00,3038.612,3044.944,3016.517,3021.978,32559512800.0
2024-04-23 14:00:00,3038.612,3044.944,3016.517,3021.978,32559512800.0
2024-04-23 14:15:00,3038.612,3044.944,3016.517,3021.978,32559512800.0
2024-04-23 14:30:00,3038.612,3044.944,3016.517,3021.978,32559512800.0
2024-04-23 14:45:00,3038.612,3044.944,3016.517,3021.978,32559512800.0
2024-04-23 15:00:00,3038.612,3044.944,3016.517,3021.978,32559512800.0
2024-04-24 09:45:00,3029.403,3045.64,3019.124,3044.822,30526409300.0
2024-04-24 10:00:00,3029.403,3045.64,3019.124,3044.822,30526409300.0
2024-04-24 10:15:00,3029.403,3045.64,3019.124,3044.822,30526409300.0
2024-04-24 10:30:00,3029.403,3045.64,3019.124,3044.822,30526409300.0
2024-04-24 10:45:00,3029.403,3045.64,3019.124,3044.822,30526409300.0
2024-04-24 11:00:00,3029.403,3045.64,3019.124,3044.822,30526409300.0
2024-04-24 11:15:00,3029.403,3045.64,3019.124,3044.822,30526409300.0
2024-04-24 11:30:00,3029.403,3045.64,3019.124,3044.822,30526409300.0
2024-04-24 13:15:00,3029.403,3045.64,3019.124,3044.822,30526409300.0
2024-04-24 13:30:00,3029.403,3045.64,3019.124,3044.822,30526409300.0
2024-04-24 13:45:00,3029.403,3045.64,3019.124,3044.822,30526409300.0
2024-04-24 14:00:00,3029.403,3045.64,3019.124,3044.822,30526409300.0
2024-04-24 14:15:00,3029.403,3045.64,3019.124,3044.822,30526409300.0
2024-04-24 14:30:00,3029.403,3045.64,3019.124,3044.822,30526409300.0
2024-04-24 14:45:00,3029.403,3045.64,3019.124,3044.822,30526409300.0
2024-04-24 15:00:00,3029.403,3045.64,3019.124,3044.822,30526409300.0
2024-04-25 09:45:00,3037.927,3060.264,3034.65,3052.9,29228014800.0
2024-04-25 10:00:00,3037.927,3060.264,3034.65,3052.9,29228014800.0
2024-04-25 10:15:00,3037.927,3060.264,3034.65,3052.9,29228014800.0
2024-04-25 10:30:00,3037.927,3060.264,3034.65,3052.9,29228014800.0
2024-04-25 10:45:00,3037.927,3060.264,3034.65,3052.9,29228014800.0
2024-04-25 11:00:00,3037.927,3060.264,3034.65,3052.9,29228014800.0
2024-04-25 11:15:00,3037.927,3060.264,3034.65,3052.9,29228014800.0
2024-04-25 11:30:00,3037.927,3060.264,3034.65,3052.9,29228014800.0
2024-04-25 13:15:00,3037.927,3060.264,3034.65,3052.9,29228014800.0
2024-04-25 13:30:00,3037.927,3060.264,3034.65,3052.9,29228014800.0
2024-04-25 13:45:00,3037.927,3060.264,3034.65,3052.9,29228014800.0
2024-04-25 14:00:00,3037.927,3060.264,3034.65,3052.9,29228014800.0
2024-04-25 14:15:00,3037.927,3060.264,3034.65,3052.9,29228014800.0
2024-04-25 14:30:00,3037.927,3060.264,3034.65,3052.9,29228014800.0
2024-04-25 14:45:00,3037.927,3060.264,3034.65,3052.9,29228014800.0
2024-04-25 15:00:00,3037.927,3060.264,3034.65,3052.9,29228014800.0
2024-04-26 09:45:00,3054.979,3092.43,3054.979,3088.636,43938256300.0
2024-04-26 10:00:00,3054.979,3092.43,3054.979,3088.636,43938256300.0
2024-04-26 10:15:00,3054.979,3092.43,3054.979,3088.636,43938256300.0
2024-04-26 10:30:00,3054.979,3092.43,3054.979,3088.636,43938256300.0
2024-04-26 10:45:00,3054.979,3092.43,3054.979,3088.636,43938256300.0
2024-04-26 11:00:00,3054.979,3092.43,3054.979,3088.636,43938256300.0
2024-04-26 11:15:00,3054.979,3092.43,3054.979,3088.636,43938256300.0
2024-04-26 11:30:00,3054.979,3092.43,3054.979,3088.636,43938256300.0
2024-04-26 13:15:00,3054.979,3092.43,3054.979,3088.636,43938256300.0
2024-04-26 13:30:00,3054.979,3092.43,3054.979,3088.636,43938256300.0
2024-04-26 13:45:00,3054.979,3092.43,3054.979,3088.636,43938256300.0
2024-04-26 14:00:00,3054.979,3092.43,3054.979,3088.636,43938256300.0
2024-04-26 14:15:00,3054.979,3092.43,3054.979,3088.636,43938256300.0
2024-04-26 14:30:00,3054.979,3092.43,3054.979,3088.636,43938256300.0
2024-04-26 14:45:00,3054.979,3092.43,3054.979,3088.636,43938256300.0
2024-04-26 15:00:00,3054.979,3092.43,3054.979,3088.636,43938256300.0
2024-04-29 09:45:00,3086.682,3119.686,3080.586,3113.043,50692544500.0
2024-04-29 10:00:00,3086.682,3119.686,3080.586,3113.043,50692544500.0
2024-04-29 10:15:00,3086.682,3119.686,3080.586,3113.043,50692544500.0
2024-04-29 10:30:00,3086.682,3119.686,3080.586,3113.043,50692544500.0
2024-04-29 10:45:00,3086.682,3119.686,3080.586,3113.043,50692544500.0
2024-04-29 11:00:00,3086.682,3119.686,3080.586,3113.043,50692544500.0
2024-04-29 11:15:00,3086.682,3119.686,3080.586,3113.043,50692544500.0
2024-04-29 11:30:00,3086.682,3119.686,3080.586,3113.043,50692544500.0
2024-04-29 13:15:00,3086.682,3119.686,3080.586,3113.043,50692544500.0
2024-04-29 13:30:00,3086.682,3119.686,3080.586,3113.043,50692544500.0
2024-04-29 13:45:00,3086.682,3119.686,3080.586,3113.043,50692544500.0
2024-04-29 14:00:00,3086.682,3119.686,3080.586,3113.043,50692544500.0
2024-04-29 14:15:00,3086.682,3119.686,3080.586,3113.043,50692544500.0
2024-04-29 14:30:00,3086.682,3119.686,3080.586,3113.043,50692544500.0
2024-04-29 14:45:00,3086.682,3119.686,3080.586,3113.043,50692544500.0
2024-04-29 15:00:00,3086.682,3119.686,3080.586,3113.043,50692544500.0
2024-04-30 09:45:00,3110.159,3123.288,3104.294,3104.825,44021321300.0
2024-04-30 10:00:00,3110.159,3123.288,3104.294,3104.825,44021321300.0
2024-04-30 10:15:00,3110.159,3123.288,3104.294,3104.825,44021321300.0
2024-04-30 10:30:00,3110.159,3123.288,3104.294,3104.825,44021321300.0
2024-04-30 10:45:00,3110.159,3123.288,3104.294,3104.825,44021321300.0
2024-04-30 11:00:00,3110.159,3123.288,3104.294,3104.825,44021321300.0
2024-04-30 11:15:00,3110.159,3123.288,3104.294,3104.825,44021321300.0
2024-04-30 11:30:00,3110.159,3123.288,3104.294,3104.825,44021321300.0
2024-04-30 13:15:00,3110.159,3123.288,3104.294,3104.825,44021321300.0
2024-04-30 13:30:00,3110.159,3123.288,3104.294,3104.825,44021321300.0
2024-04-30 13:45:00,3110.159,3123.288,3104.294,3104.825,44021321300.0
2024-04-30 14:00:00,3110.159,3123.288,3104.294,3104.825,44021321300.0
2024-04-30 14:15:00,3110.159,3123.288,3104.294,3104.825,44021321300.0
2024-04-30 14:30:00,3110.159,3123.288,3104.294,3104.825,44021321300.0
2024-04-30 14:45:00,3110.159,3123.288,3104.294,3104.825,44021321300.0
2024-04-30 15:00:00,3110.159,3123.288,3104.294,3104.825,44021321300.0
2024-05-06 09:45:00,3132.512,3142.382,3126.769,3140.72,45065689900.0
2024-05-06 10:00:00,3132.512,3142.382,3126.769,3140.72,45065689900.0
2024-05-06 10:15:00,3132.512,3142.382,3126.769,3140.72,45065689900.0
2024-05-06 10:30:00,3132.512,3142.382,3126.769,3140.72,45065689900.0
2024-05-06 10:45:00,3132.512,3142.382,3126.769,3140.72,45065689900.0
2024-05-06 11:00:00,3132.512,3142.382,3126.769,3140.72,45065689900.0
2024-05-06 11:15:00,3132.512,3142.382,3126.769,3140.72,45065689900.0
2024-05-06 11:30:00,3132.512,3142.382,3126.769,3140.72,45065689900.0
2024-05-06 13:15:00,3132.512,3142.382,3126.769,3140.72,45065689900.0
2024-05-06 13:30:00,3132.512,3142.382,3126.769,3140.72,45065689900.0
2024-05-06 13:45:00,3132.512,3142.382,3126.769,3140.72,45065689900.0
2024-05-06 14:00:00,3132.512,3142.382,3126.769,3140.72,45065689900.0
2024-05-06 14:15:00,3132.512,3142.382,3126.769,3140.72,45065689900.0
2024-05-06 14:30:00,3132.512,3142.382,3126.769,3140.72,45065689900.0
2024-05-06 14:45:00,3132.512,3142.382,3126.769,3140.72,45065689900.0
2024-05-06 15:00:00,3132.512,3142.382,3126.769,3140.72,45065689900.0
2024-05-07 09:45:00,3139.664,3151.219,3133.69,3147.738,37910256400.0
2024-05-07 10:00:00,3139.664,3151.219,3133.69,3147.738,37910256400.0
2024-05-07 10:15:00,3139.664,3151.219,3133.69,3147.738,37910256400.0
2024-05-07 10:30:00,3139.664,3151.219,3133.69,3147.738,37910256400.0
2024-05-07 10:45:00,3139.664,3151.219,3133.69,3147.738,37910256400.0
2024-05-07 11:00:00,3139.664,3151.219,3133.69,3147.738,37910256400.0
2024-05-07 11:15:00,3139.664,3151.219,3133.69,3147.738,37910256400.0
2024-05-07 11:30:00,3139.664,3151.219,3133.69,3147.738,37910256400.0
2024-05-07 13:15:00,3139.664,3151.219,3133.69,3147.738,37910256400.0
2024-05-07 13:30:00,3139.664,3151.219,3133.69,3147.738,37910256400.0
2024-05-07 13:45:00,3139.664,3151.219,3133.69,3147.738,37910256400.0
2024-05-07 14:00:00,3139.664,3151.219,3133.69,3147.738,37910256400.0
2024-05-07 14:15:00,3139.664,3151.219,3133.69,3147.738,37910256400.0
2024-05-07 14:30:00,3139.664,3151.219,3133.69,3147.738,37910256400.0
2024-05-07 14:45:00,3139.664,3151.219,3133.69,3147.738,37910256400.0
2024-05-07 15:00:00,3139.664,3151.219,3133.69,3147.738,37910256400.0
2024-05-08 09:45:00,3141.487,3144.986,3126.173,3128.48,33400032000.0
2024-05-08 10:00:00,3141.487,3144.986,3126.173,3128.48,33400032000.0
2024-05-08 10:15:00,3141.487,3144.986,3126.173,3128.48,33400032000.0
2024-05-08 10:30:00,3141.487,3144.986,3126.173,3128.48,33400032000.0
2024-05-08 10:45:00,3141.487,3144.986,3126.173,3128.48,33400032000.0
2024-05-08 11:00:00,3141.487,3144.986,3126.173,3128.48,33400032000.0
2024-05-08 11:15:00,3141.487,3144.986,3126.173,3128.48,33400032000.0
2024-05-08 11:30:00,3141.487,3144.986,3126.173,3128.48,33400032000.0
2024-05-08 13:15:00,3141.487,3144.986,3126.173,3128.48,33400032000.0
2024-05-08 13:30:00,3141.487,3144.986,3126.173,3128.48,33400032000.0
2024-05-08 13:45:00,3141.487,3144.986,3126.173,3128.48,33400032000.0
2024-05-08 14:00:00,3141.487,3144.986,3126.173,3128.48,33400032000.0
2024-05-08 14:15:00,3141.487,3144.986,3126.173,3128.48,33400032000.0
2024-05-08 14:30:00,3141.487,3144.986,3126.173,3128.48,33400032000.0
2024-05-08 14:45:00,3141.487,3144.986,3126.173,3128.48,33400032000.0
2024-05-08 15:00:00,3141.487,3144.986,3126.173,3128.48,33400032000.0
2024-05-09 09:45:00,3128.164,3158.465,3128.164,3154.32,36088146200.0
2024-05-09 10:00:00,3128.164,3158.465,3128.164,3154.32,36088146200.0
2024-05-09 10:15:00,3128.164,3158.465,3128.164,3154.32,36088146200.0
2024-05-09 10:30:00,3128.164,3158.465,3128.164,3154.32,36088146200.0
2024-05-09 10:45:00,3128.164,3158.465,3128.164,3154.32,36088146200.0
2024-05-09 11:00:00,3128.164,3158.465,3128.164,3154.32,36088146200.0
2024-05-09 11:15:00,3128.164,3158.465,3128.164,3154.32,36088146200.0
2024-05-09 11:30:00,3128.164,3158.465,3128.164,3154.32,36088146200.0
2024-05-09 13:15:00,3128.164,3158.465,3128.164,3154.32,36088146200.0
2024-05-09 13:30:00,3128.164,3158.465,3128.164,3154.32,36088146200.0
2024-05-09 13:45:00,3128.164,3158.465,3128.164,3154.32,36088146200.0
2024-05-09 14:00:00,3128.164,3158.465,3128.164,3154.32,36088146200.0
2024-05-09 14:15:00,3128.164,3158.465,3128.164,3154.32,36088146200.0
2024-05-09 14:30:00,3128.164,3158.465,3128.164,3154.32,36088146200.0
2024-05-09 14:45:00,3128.164,3158.465,3128.164,3154.32,36088146200.0
2024-05-09 15:00:00,3128.164,3158.465,3128.164,3154.32,36088146200.0
2024-05-10 09:45:00,3158.589,3163.144,3137.152,3154.547,38428749500.0
2024-05-10 10:00:00,3158.589,3163.144,3137.152,3154.547,38428749500.0
2024-05-10 10:15:00,3158.589,3163.144,3137.152,3154.547,38428749500.0
2024-05-10 10:30:00,3158.589,3163.144,3137.152,3154.547,38428749500.0
2024-05-10 10:45:00,3158.589,3163.144,3137.152,3154.547,38428749500.0
2024-05-10 11:00:00,3158.589,3163.144,3137.152,3154.547,38428749500.0
2024-05-10 11:15:00,3158.589,3163.144,3137.152,3154.547,38428749500.0
2024-05-10 11:30:00,3158.589,3163.144,3137.152,3154.547,38428749500.0
2024-05-10 13:15:00,3158.589,3163.144,3137.152,3154.547,38428749500.0
2024-05-10 13:30:00,3158.589,3163.144,3137.152,3154.547,38428749500.0
2024-05-10 13:45:00,3158.589,3163.144,3137.152,3154.547,38428749500.0
2024-05-10 14:00:00,3158.589,3163.144,3137.152,3154.547,38428749500.0
2024-05-10 14:15:00,3158.589,3163.144,3137.152,3154.547,38428749500.0
