date
1991-01-01
1991-02-01
1991-02-02
1991-02-03
1991-02-04
1991-02-05
1991-02-06
1991-02-07
1991-04-05
1991-05-01
1991-06-05
1991-09-15
1991-10-01
1991-10-02
1991-10-03
1991-10-04
1991-10-05
1991-10-06
1991-10-07
1992-01-01
1992-02-01
1992-02-02
1992-02-03
1992-02-04
1992-02-05
1992-02-06
1992-02-07
1992-04-05
1992-05-01
1992-06-05
1992-09-15
1992-10-01
1992-10-02
1992-10-03
1992-10-04
1992-10-05
1992-10-06
1992-10-07
1993-01-01
1993-02-01
1993-02-02
1993-02-03
1993-02-04
1993-02-05
1993-02-06
1993-02-07
1993-04-05
1993-05-01
1993-06-05
1993-09-15
1993-10-01
1993-10-02
1993-10-03
1993-10-04
1993-10-05
1993-10-06
1993-10-07
1994-01-01
1994-02-01
1994-02-02
1994-02-03
1994-02-04
1994-02-05
1994-02-06
1994-02-07
1994-04-05
1994-05-01
1994-06-05
1994-09-15
1994-10-01
1994-10-02
1994-10-03
1994-10-04
1994-10-05
1994-10-06
1994-10-07
1995-01-01
1995-02-01
1995-02-02
1995-02-03
1995-02-04
1995-02-05
1995-02-06
1995-02-07
1995-04-05
1995-05-01
1995-06-05
1995-09-15
1995-10-01
1995-10-02
1995-10-03
1995-10-04
1995-10-05
1995-10-06
1995-10-07
1996-01-01
1996-02-01
1996-02-02
1996-02-03
1996-02-04
1996-02-05
1996-02-06
1996-02-07
1996-04-05
1996-05-01
1996-06-05
1996-09-15
1996-10-01
1996-10-02
1996-10-03
1996-10-04
1996-10-05
1996-10-06
1996-10-07
1997-01-01
1997-02-01
1997-02-02
1997-02-03
1997-02-04
1997-02-05
1997-02-06
1997-02-07
1997-04-05
1997-05-01
1997-06-05
1997-09-15
1997-10-01
1997-10-02
1997-10-03
1997-10-04
1997-10-05
1997-10-06
1997-10-07
1998-01-01
1998-02-01
1998-02-02
1998-02-03
1998-02-04
1998-02-05
1998-02-06
1998-02-07
1998-04-05
1998-05-01
1998-06-05
1998-09-15
1998-10-01
1998-10-02
1998-10-03
1998-10-04
1998-10-05
1998-10-06
1998-10-07
1999-01-01
1999-02-01
1999-02-02
1999-02-03
1999-02-04
1999-02-05
1999-02-06
1999-02-07
1999-04-05
1999-05-01
1999-06-05
1999-09-15
1999-10-01
1999-10-02
1999-10-03
1999-10-04
1999-10-05
1999-10-06
1999-10-07
2000-01-01
2000-02-01
2000-02-02
2000-02-03
2000-02-04
2000-02-05
2000-02-06
2000-02-07
2000-04-05
2000-05-01
2000-06-05
2000-09-15
2000-10-01
2000-10-02
2000-10-03
2000-10-04
2000-10-05
2000-10-06
2000-10-07
2001-01-01
2001-02-01
2001-02-02
2001-02-03
2001-02-04
2001-02-05
2001-02-06
2001-02-07
2001-04-05
2001-05-01
2001-06-05
2001-09-15
2001-10-01
2001-10-02
2001-10-03
2001-10-04
2001-10-05
2001-10-06
2001-10-07
2002-01-01
2002-02-01
2002-02-02
2002-02-03
2002-02-04
2002-02-05
2002-02-06
2002-02-07
2002-04-05
2002-05-01
2002-06-05
2002-09-15
2002-10-01
2002-10-02
2002-10-03
2002-10-04
2002-10-05
2002-10-06
2002-10-07
2003-01-01
2003-02-01
2003-02-02
2003-02-03
2003-02-04
2003-02-05
2003-02-06
2003-02-07
2003-04-05
2003-05-01
2003-06-05
2003-09-15
2003-10-01
2003-10-02
2003-10-03
2003-10-04
2003-10-05
2003-10-06
2003-10-07
2004-01-01
2004-02-01
2004-02-02
2004-02-03
2004-02-04
2004-02-05
2004-02-06
2004-02-07
2004-04-05
2004-05-01
2004-06-05
2004-09-15
2004-10-01
2004-10-02
2004-10-03
2004-10-04
2004-10-05
2004-10-06
2004-10-07
2005-01-01
2005-02-01
2005-02-02
2005-02-03
2005-02-04
2005-02-05
2005-02-06
2005-02-07
2005-04-05
2005-05-01
2005-06-05
2005-09-15
2005-10-01
2005-10-02
2005-10-03
2005-10-04
2005-10-05
2005-10-06
2005-10-07
2006-01-01
2006-02-01
2006-02-02
2006-02-03
2006-02-04
2006-02-05
2006-02-06
2006-02-07
2006-04-05
2006-05-01
2006-06-05
2006-09-15
2006-10-01
2006-10-02
2006-10-03
2006-10-04
2006-10-05
2006-10-06
2006-10-07
2007-01-01
2007-02-01
2007-02-02
2007-02-03
2007-02-04
2007-02-05
2007-02-06
2007-02-07
2007-04-05
2007-05-01
2007-06-05
2007-09-15
2007-10-01
2007-10-02
2007-10-03
2007-10-04
2007-10-05
2007-10-06
2007-10-07
2008-01-01
2008-02-01
2008-02-02
2008-02-03
2008-02-04
2008-02-05
2008-02-06
2008-02-07
2008-04-05
2008-05-01
2008-06-05
2008-09-15
2008-10-01
2008-10-02
2008-10-03
2008-10-04
2008-10-05
2008-10-06
2008-10-07
2009-01-01
2009-02-01
2009-02-02
2009-02-03
2009-02-04
2009-02-05
2009-02-06
2009-02-07
2009-04-05
2009-05-01
2009-06-05
2009-09-15
2009-10-01
2009-10-02
2009-10-03
2009-10-04
2009-10-05
2009-10-06
2009-10-07
2010-01-01
2010-02-01
2010-02-02
2010-02-03
2010-02-04
2010-02-05
2010-02-06
2010-02-07
2010-04-05
2010-05-01
2010-06-05
2010-09-15
2010-10-01
2010-10-02
2010-10-03
2010-10-04
2010-10-05
2010-10-06
2010-10-07
2011-01-01
2011-02-01
2011-02-02
2011-02-03
2011-02-04
2011-02-05
2011-02-06
2011-02-07
2011-04-05
2011-05-01
2011-06-05
2011-09-15
2011-10-01
2011-10-02
2011-10-03
2011-10-04
2011-10-05
2011-10-06
2011-10-07
2012-01-01
2012-02-01
2012-02-02
2012-02-03
2012-02-04
2012-02-05
2012-02-06
2012-02-07
2012-04-05
2012-05-01
2012-06-05
2012-09-15
2012-10-01
2012-10-02
2012-10-03
2012-10-04
2012-10-05
2012-10-06
2012-10-07
2013-01-01
2013-02-01
2013-02-02
2013-02-03
2013-02-04
2013-02-05
2013-02-06
2013-02-07
2013-04-05
2013-05-01
2013-06-05
2013-09-15
2013-10-01
2013-10-02
2013-10-03
2013-10-04
2013-10-05
2013-10-06
2013-10-07
2014-01-01
2014-02-01
2014-02-02
2014-02-03
2014-02-04
2014-02-05
2014-02-06
2014-02-07
2014-04-05
2014-05-01
2014-06-05
2014-09-15
2014-10-01
2014-10-02
2014-10-03
2014-10-04
2014-10-05
2014-10-06
2014-10-07
2015-01-01
2015-01-02
2015-01-03
2015-02-18
2015-02-19
2015-02-20
2015-02-21
2015-02-22
2015-02-23
2015-02-24
2015-03-08
2015-04-05
2015-04-06
2015-05-01
2015-05-02
2015-05-03
2015-06-20
2015-06-21
2015-06-22
2015-09-03
2015-09-04
2015-09-27
2015-10-01
2015-10-02
2015-10-03
2015-10-04
2015-10-05
2015-10-06
2015-10-07
2015-10-21
2016-01-01
2016-02-07
2016-02-08
2016-02-09
2016-02-10
2016-02-11
2016-02-12
2016-02-13
2016-03-08
2016-04-04
2016-05-01
2016-05-02
2016-06-09
2016-06-10
2016-06-11
2016-09-15
2016-09-16
2016-10-01
2016-10-02
2016-10-03
2016-10-04
2016-10-05
2016-10-06
2016-10-07
2016-10-09
2017-01-01
2017-01-02
2017-01-27
2017-01-28
2017-01-29
2017-01-30
2017-01-31
2017-02-01
2017-02-02
2017-03-08
2017-04-02
2017-04-03
2017-04-04
2017-05-01
2017-05-28
2017-05-29
2017-05-30
2017-10-01
2017-10-02
2017-10-03
2017-10-04
2017-10-05
2017-10-06
2017-10-28
2018-01-01
2018-02-15
2018-02-16
2018-02-17
2018-02-18
2018-02-19
2018-02-20
2018-02-21
2018-03-08
2018-04-05
2018-04-06
2018-04-30
2018-05-01
2018-06-18
2018-09-24
2018-09-25
2018-10-01
2018-10-02
2018-10-03
2018-10-04
2018-10-05
2018-10-17
2019-01-01
2019-02-04
2019-02-05
2019-02-06
2019-02-07
2019-02-08
2019-02-09
2019-02-10
2019-03-08
2019-04-05
2019-05-01
2019-05-02
2019-05-03
2019-06-07
2019-09-13
2019-10-01
2019-10-02
2019-10-03
2019-10-04
2019-10-07
2020-01-01
2020-01-24
2020-01-25
2020-01-26
2020-01-27
2020-01-28
2020-01-29
2020-01-30
2020-01-31
2020-02-01
2020-02-02
2020-02-03
2020-02-04
2020-02-05
2020-02-06
2020-02-07
2020-02-08
2020-02-09
2020-02-10
2020-02-11
2020-02-12
2020-02-13
2020-03-08
2020-04-04
2020-04-05
2020-04-06
2020-05-01
2020-05-04
2020-05-05
2020-06-25
2020-06-26
2020-10-01
2020-10-02
2020-10-03
2020-10-04
2020-10-05
2020-10-06
2020-10-07
2020-10-08
2020-10-25
2021-01-01
2021-02-11
2021-02-12
2021-02-13
2021-02-14
2021-02-15
2021-02-16
2021-02-17
2021-03-08
2021-04-04
2021-04-05
2021-05-01
2021-05-03
2021-05-04
2021-05-05
2021-06-14
2021-09-20
2021-09-21
2021-10-01
2021-10-02
2021-10-03
2021-10-04
2021-10-05
2021-10-06
2021-10-07
2021-10-14
2022-01-01
2022-01-02
2022-01-03
2022-01-31
2022-02-01
2022-02-02
2022-02-03
2022-02-04
2022-03-08
2022-04-03
2022-04-04
2022-04-05
2022-05-01
2022-05-02
2022-05-03
2022-05-04
2022-06-03
2022-09-10
2022-09-12
2022-10-01
2022-10-02
2022-10-03
2022-10-04
2022-10-05
2022-10-06
2022-10-07
2022-12-31
2023-01-01
2023-01-02
2023-01-21
2023-01-22
2023-01-23
2023-01-24
2023-01-25
2023-01-26
2023-01-27
2023-03-08
2023-04-05
2023-05-01
2023-05-02
2023-05-03
2023-06-22
2023-06-23
2023-06-24
2023-09-29
2023-10-01
2023-10-02
2023-10-03
2023-10-04
2023-10-05
2023-10-06
2023-10-23
2024-01-01
2024-02-10
2024-02-11
2024-02-12
2024-02-13
2024-02-14
2024-02-15
2024-02-16
2024-03-08
2024-04-04
2024-04-05
2024-04-06
2024-05-01
2024-05-02
2024-05-03
2024-05-04
2024-05-05
2024-06-10
2024-09-16
2024-09-17
2024-10-01
2024-10-02
2024-10-03
2024-10-04
2024-10-07
2024-10-11
