Datetime,Open,High,Low,Close,Adj Close,Volume
2024-09-13 16:05:00+00:00,59696.65234375,59778.17578125,59665.32421875,59778.17578125,59778.17578125,0
2024-09-13 16:10:00+00:00,59715.6640625,59715.6640625,59596.171875,59596.171875,59596.171875,253028352
2024-09-13 16:15:00+00:00,59603.96875,59611.875,59556.1484375,59582.66796875,59582.66796875,93876224
2024-09-13 16:20:00+00:00,59668.29296875,59708.90234375,59656.58203125,59656.58203125,59656.58203125,135772160
2024-09-13 16:25:00+00:00,59690.01953125,59690.01953125,59626.734375,59626.734375,59626.734375,90394624
2024-09-13 16:30:00+00:00,59631.28515625,59680.9453125,59618.84765625,59618.84765625,59618.84765625,27822080
2024-09-13 16:35:00+00:00,59601.85546875,59601.85546875,59431.6328125,59431.6328125,59431.6328125,32563200
2024-09-13 16:40:00+00:00,59453.0703125,59505.375,59446.5234375,59446.5234375,59446.5234375,72402944
2024-09-13 16:45:00+00:00,59461.79296875,59461.79296875,59338.3828125,59413.98046875,59413.98046875,36761600
2024-09-13 16:50:00+00:00,59412.9296875,59510.46875,59370.1953125,59494.234375,59494.234375,43010048
2024-09-13 16:55:00+00:00,59478.96875,59478.96875,59449.4453125,59476.13671875,59476.13671875,35887104
2024-09-13 17:00:00+00:00,59459.26171875,59525.7578125,59459.26171875,59525.7578125,59525.7578125,0
2024-09-13 17:05:00+00:00,59542.578125,59614.55078125,59542.578125,59550.27734375,59550.27734375,18896896
2024-09-13 17:10:00+00:00,59550.6484375,59550.6484375,59535.5546875,59537.078125,59537.078125,0
2024-09-13 17:15:00+00:00,59584.60546875,59664.515625,59584.60546875,59657.9609375,59657.9609375,0
2024-09-13 17:20:00+00:00,59638.22265625,59653.0703125,59638.22265625,59645.87109375,59645.87109375,0
2024-09-13 17:25:00+00:00,59622.44921875,59624.5625,59599.30078125,59624.5625,59624.5625,0
2024-09-13 17:30:00+00:00,59615.4921875,59653.9765625,59615.4921875,59653.9765625,59653.9765625,0
2024-09-13 17:35:00+00:00,59634.02734375,59710.52734375,59634.02734375,59710.52734375,59710.52734375,0
2024-09-13 17:40:00+00:00,59731.28515625,59745.9765625,59721.2421875,59745.9765625,59745.9765625,55191552
2024-09-13 17:45:00+00:00,59778.28125,59927.23828125,59778.28125,59915.87890625,59915.87890625,127094784
2024-09-13 17:50:00+00:00,59911.68359375,59911.68359375,59689.94140625,59704.7578125,59704.7578125,214056960
2024-09-13 17:55:00+00:00,59652.10546875,59652.10546875,59604.53125,59604.53125,59604.53125,85383168
2024-09-13 18:00:00+00:00,59605.6171875,59605.6171875,59527.72265625,59581.48046875,59581.48046875,0
2024-09-13 18:05:00+00:00,59638.3515625,59756.6171875,59638.3515625,59756.6171875,59756.6171875,59142144
2024-09-13 18:10:00+00:00,59718.55078125,59718.55078125,59624.43359375,59624.43359375,59624.43359375,18749440
2024-09-13 18:15:00+00:00,59597.953125,59613.9140625,59597.953125,59613.9140625,59613.9140625,23896064
2024-09-13 18:20:00+00:00,59673.74609375,59673.74609375,59599.0234375,59599.0234375,59599.0234375,0
2024-09-13 18:25:00+00:00,59555.171875,59556.4453125,59545.96484375,59545.96484375,59545.96484375,0
2024-09-13 18:30:00+00:00,59568.04296875,59568.04296875,59553.16796875,59554.72265625,59554.72265625,0
2024-09-13 18:35:00+00:00,59764.89453125,59847.40234375,59729.8046875,59847.40234375,59847.40234375,159649792
2024-09-13 18:40:00+00:00,59816.3046875,59842.4375,59816.3046875,59842.4375,59842.4375,81381376
2024-09-13 18:45:00+00:00,59804.17578125,59859.92578125,59804.17578125,59830.171875,59830.171875,23156736
2024-09-13 18:50:00+00:00,59807.796875,59807.796875,59740.96484375,59760.00390625,59760.00390625,0
2024-09-13 18:55:00+00:00,59756.56640625,59774.27734375,59752.8203125,59752.8203125,59752.8203125,0
2024-09-13 19:00:00+00:00,59780.4375,59869.16015625,59780.4375,59869.16015625,59869.16015625,0
2024-09-13 19:05:00+00:00,59902.93359375,59913.328125,59822.59765625,59822.59765625,59822.59765625,0
2024-09-13 19:10:00+00:00,59804.046875,59900.51171875,59799.67578125,59900.51171875,59900.51171875,0
2024-09-13 19:15:00+00:00,59902.7578125,59919.2109375,59884.15234375,59916.81640625,59916.81640625,0
2024-09-13 19:20:00+00:00,59902.62109375,59950.3203125,59902.62109375,59949.83984375,59949.83984375,0
2024-09-13 19:25:00+00:00,59954.0234375,59994.27734375,59954.0234375,59992.98046875,59992.98046875,0
2024-09-13 19:30:00+00:00,60012.1875,60012.1875,59951.734375,59951.734375,59951.734375,1867776
2024-09-13 19:35:00+00:00,59968.0703125,59968.0703125,59854.83203125,59854.83203125,59854.83203125,0
2024-09-13 19:40:00+00:00,59880.00390625,59888.41796875,59867.8671875,59867.8671875,59867.8671875,0
2024-09-13 19:45:00+00:00,59928.37890625,59930.1875,59894.66796875,59899.59375,59899.59375,6422528
2024-09-13 19:50:00+00:00,59875.51171875,59875.51171875,59718.9921875,59718.9921875,59718.9921875,0
2024-09-13 19:55:00+00:00,59713.0703125,59748.7421875,59700.98046875,59700.98046875,59700.98046875,0
2024-09-13 20:00:00+00:00,59761.87109375,59761.87109375,59682.3359375,59682.3359375,59682.3359375,0
2024-09-13 20:05:00+00:00,59710.23828125,59724.2421875,59673.390625,59673.390625,59673.390625,0
2024-09-13 20:10:00+00:00,59700.5234375,59706.08203125,59679.73046875,59706.08203125,59706.08203125,0
2024-09-13 20:15:00+00:00,59700.4921875,59757.15234375,59700.4921875,59757.15234375,59757.15234375,0
2024-09-13 20:20:00+00:00,59754.23046875,59809.6015625,59754.23046875,59807.4609375,59807.4609375,5384192
2024-09-13 20:25:00+00:00,59858.7734375,59861.55078125,59857.58203125,59861.55078125,59861.55078125,0
2024-09-13 20:30:00+00:00,59853.84375,59869.36328125,59852.6015625,59852.6015625,59852.6015625,0
2024-09-13 20:35:00+00:00,59864.28125,59920.90234375,59864.28125,59920.90234375,59920.90234375,0
2024-09-13 20:40:00+00:00,59932.58984375,59977.0625,59932.58984375,59975.55078125,59975.55078125,0
2024-09-13 20:45:00+00:00,59977.1640625,59977.1640625,59956.234375,59958.39453125,59958.39453125,0
2024-09-13 20:50:00+00:00,59954.51953125,59954.51953125,59936.08984375,59943.80078125,59943.80078125,14532608
2024-09-13 20:55:00+00:00,59943.94140625,59972.51953125,59943.94140625,59947.96484375,59947.96484375,26718208
2024-09-13 21:00:00+00:00,59897.2265625,59949.3046875,59897.2265625,59949.3046875,59949.3046875,0
2024-09-13 21:05:00+00:00,59961.80859375,60008.7890625,59961.80859375,60008.7890625,60008.7890625,64157696
2024-09-13 21:10:00+00:00,60195.8984375,60195.8984375,60068.2578125,60068.2578125,60068.2578125,349040640
2024-09-13 21:15:00+00:00,60118.640625,60220.23046875,60113.07421875,60113.07421875,60113.07421875,167979008
2024-09-13 21:20:00+00:00,60164.3515625,60225.44140625,60164.3515625,60215.125,60215.125,151349248
2024-09-13 21:25:00+00:00,60213.25390625,60288.7890625,60213.25390625,60228.9140625,60228.9140625,70744064
2024-09-13 21:30:00+00:00,60221.20703125,60262.7578125,60168.04296875,60262.7578125,60262.7578125,105414656
2024-09-13 21:35:00+00:00,60284.3203125,60336.2890625,60282.59765625,60335.12890625,60335.12890625,0
2024-09-13 21:40:00+00:00,60292.33984375,60327.8984375,60292.33984375,60327.8984375,60327.8984375,50065408
2024-09-13 21:45:00+00:00,60280.21484375,60281.79296875,60229.40625,60229.40625,60229.40625,2613248
2024-09-13 21:50:00+00:00,60231.37890625,60325.80859375,60231.37890625,60325.80859375,60325.80859375,0
2024-09-13 21:55:00+00:00,60289.046875,60305.82421875,60289.046875,60305.37890625,60305.37890625,28880896
2024-09-13 22:00:00+00:00,60316.25390625,60385.4296875,60309.00390625,60385.4296875,60385.4296875,39636992
2024-09-13 22:05:00+00:00,60426.59765625,60426.59765625,60336.0390625,60337.77734375,60337.77734375,209182720
2024-09-13 22:10:00+00:00,60312.02734375,60428.296875,60312.02734375,60428.296875,60428.296875,140408832
2024-09-13 22:15:00+00:00,60427.97265625,60445.9453125,60389.55078125,60389.55078125,60389.55078125,112025600
2024-09-13 22:20:00+00:00,60516.80078125,60613.80859375,60516.80078125,60613.80859375,60613.80859375,371132416
2024-09-13 22:25:00+00:00,60628.0078125,60628.0078125,60533.41015625,60534.57421875,60534.57421875,234858496
2024-09-13 22:30:00+00:00,60506.96484375,60506.96484375,60451.6953125,60451.6953125,60451.6953125,56098816
2024-09-13 22:35:00+00:00,60451.296875,60503.24609375,60421.05859375,60503.24609375,60503.24609375,50636800
2024-09-13 22:40:00+00:00,60523.5703125,60574.5703125,60523.5703125,60574.5703125,60574.5703125,95127552
2024-09-13 22:45:00+00:00,60551.64453125,60586.390625,60551.64453125,60586.390625,60586.390625,22142976
2024-09-13 22:50:00+00:00,60603.76171875,60640.19140625,60593.5546875,60640.19140625,60640.19140625,21182464
2024-09-13 22:55:00+00:00,60614.10546875,60639.89453125,60614.10546875,60638.91015625,60638.91015625,80207872
2024-09-13 23:00:00+00:00,60636.17578125,60636.17578125,60558.43359375,60558.43359375,60558.43359375,21766144
2024-09-13 23:05:00+00:00,60537.66015625,60539.15625,60473.9375,60473.9375,60473.9375,72097792
2024-09-13 23:10:00+00:00,60517.4921875,60517.4921875,60436.55859375,60436.55859375,60436.55859375,160571392
2024-09-13 23:15:00+00:00,60414.34375,60438.4140625,60414.34375,60438.4140625,60438.4140625,38543360
2024-09-13 23:20:00+00:00,60454.84765625,60454.84765625,60421.91015625,60431.35546875,60431.35546875,55060480
2024-09-13 23:25:00+00:00,60417.125,60417.125,60396.99609375,60399.00390625,60399.00390625,25688064
2024-09-13 23:30:00+00:00,60396.46875,60427.8515625,60391.91015625,60424.55078125,60424.55078125,1236992
2024-09-13 23:35:00+00:00,60448.453125,60551.14453125,60448.453125,60526.546875,60526.546875,56182784
2024-09-13 23:40:00+00:00,60518.43359375,60540.26171875,60518.43359375,60538.94921875,60538.94921875,33183744
2024-09-13 23:45:00+00:00,60550.3359375,60582.375,60550.3359375,60580.06640625,60580.06640625,77529088
