Datetime,Open,High,Low,Close,Adj Close,Volume
2024-09-13 16:00:00+00:00,59696.65234375,59778.17578125,59596.171875,59596.171875,59596.171875,253028352
2024-09-13 16:15:00+00:00,59603.96875,59708.90234375,59556.1484375,59626.734375,59626.734375,320043008
2024-09-13 16:30:00+00:00,59631.28515625,59680.9453125,59431.6328125,59446.5234375,59446.5234375,132788224
2024-09-13 16:45:00+00:00,59461.79296875,59510.46875,59338.3828125,59476.13671875,59476.13671875,115658752
2024-09-13 17:00:00+00:00,59459.26171875,59614.55078125,59459.26171875,59537.078125,59537.078125,18896896
2024-09-13 17:15:00+00:00,59584.60546875,59664.515625,59584.60546875,59624.5625,59624.5625,0
2024-09-13 17:30:00+00:00,59615.4921875,59745.9765625,59615.4921875,59745.9765625,59745.9765625,55191552
2024-09-13 17:45:00+00:00,59778.28125,59927.23828125,59604.53125,59604.53125,59604.53125,426534912
2024-09-13 18:00:00+00:00,59605.6171875,59756.6171875,59527.72265625,59624.43359375,59624.43359375,77891584
2024-09-13 18:15:00+00:00,59597.953125,59673.74609375,59545.96484375,59545.96484375,59545.96484375,23896064
2024-09-13 18:30:00+00:00,59568.04296875,59847.40234375,59553.16796875,59842.4375,59842.4375,241031168
2024-09-13 18:45:00+00:00,59804.17578125,59859.92578125,59740.96484375,59752.8203125,59752.8203125,23156736
2024-09-13 19:00:00+00:00,59780.4375,59913.328125,59780.4375,59900.51171875,59900.51171875,0
2024-09-13 19:15:00+00:00,59902.7578125,59994.27734375,59884.15234375,59992.98046875,59992.98046875,0
2024-09-13 19:30:00+00:00,60012.1875,60012.1875,59854.83203125,59867.8671875,59867.8671875,1867776
2024-09-13 19:45:00+00:00,59928.37890625,59930.1875,59700.98046875,59700.98046875,59700.98046875,6422528
2024-09-13 20:00:00+00:00,59761.87109375,59761.87109375,59673.390625,59706.08203125,59706.08203125,0
2024-09-13 20:15:00+00:00,59700.4921875,59861.55078125,59700.4921875,59861.55078125,59861.55078125,5384192
2024-09-13 20:30:00+00:00,59853.84375,59977.0625,59852.6015625,59975.55078125,59975.55078125,0
2024-09-13 20:45:00+00:00,59977.1640625,59977.1640625,59936.08984375,59947.96484375,59947.96484375,41250816
2024-09-13 21:00:00+00:00,59897.2265625,60195.8984375,59897.2265625,60068.2578125,60068.2578125,413198336
2024-09-13 21:15:00+00:00,60118.640625,60288.7890625,60113.07421875,60228.9140625,60228.9140625,390072320
2024-09-13 21:30:00+00:00,60221.20703125,60336.2890625,60168.04296875,60327.8984375,60327.8984375,155480064
2024-09-13 21:45:00+00:00,60280.21484375,60325.80859375,60229.40625,60305.37890625,60305.37890625,31494144
2024-09-13 22:00:00+00:00,60316.25390625,60428.296875,60309.00390625,60428.296875,60428.296875,389228544
2024-09-13 22:15:00+00:00,60427.97265625,60628.0078125,60389.55078125,60534.57421875,60534.57421875,718016512
2024-09-13 22:30:00+00:00,60506.96484375,60574.5703125,60421.05859375,60574.5703125,60574.5703125,201863168
2024-09-13 22:45:00+00:00,60551.64453125,60640.19140625,60551.64453125,60638.91015625,60638.91015625,123533312
2024-09-13 23:00:00+00:00,60636.17578125,60636.17578125,60436.55859375,60436.55859375,60436.55859375,254435328
2024-09-13 23:15:00+00:00,60414.34375,60454.84765625,60396.99609375,60399.00390625,60399.00390625,119291904
2024-09-13 23:30:00+00:00,60396.46875,60551.14453125,60391.91015625,60538.94921875,60538.94921875,90603520
2024-09-13 23:45:00+00:00,60550.3359375,60637.890625,60550.3359375,60593.8359375,60593.8359375,124143616
2024-09-14 00:00:00+00:00,60544.2265625,60640.1640625,60544.2265625,60573.19921875,60573.19921875,102928384
2024-09-14 00:15:00+00:00,60552.3515625,60645.54296875,60552.3515625,60578.79296875,60578.79296875,80216064
2024-09-14 00:30:00+00:00,60565.8125,60565.8125,60430.1171875,60460.1328125,60460.1328125,69033984
2024-09-14 00:45:00+00:00,60518.21484375,60518.21484375,60450.01953125,60457.49609375,60457.49609375,32731136
2024-09-14 01:00:00+00:00,60453.7265625,60625.2578125,60453.7265625,60600.6796875,60600.6796875,0
2024-09-14 01:15:00+00:00,60585.375,60590.71875,60566.5078125,60590.71875,60590.71875,7489536
2024-09-14 01:30:00+00:00,60593.140625,60606.9453125,60574.99609375,60606.45703125,60606.45703125,46841856
2024-09-14 01:45:00+00:00,60582.3515625,60582.3515625,60453.63671875,60453.63671875,60453.63671875,19273728
2024-09-14 02:00:00+00:00,60448.12109375,60530.56640625,60448.12109375,60522.08984375,60522.08984375,0
2024-09-14 02:15:00+00:00,60521.5625,60526.73046875,60460.5078125,60486.4765625,60486.4765625,0
2024-09-14 02:30:00+00:00,60488.43359375,60488.43359375,60428.84765625,60440.64453125,60440.64453125,9887744
2024-09-14 02:45:00+00:00,60438.921875,60439.05859375,60327.08984375,60328.1796875,60328.1796875,64851968
2024-09-14 03:00:00+00:00,60329.921875,60417.00390625,60329.921875,60396.31640625,60396.31640625,46528512
2024-09-14 03:15:00+00:00,60396.65625,60454.71875,60396.65625,60442.6171875,60442.6171875,30986240
2024-09-14 03:30:00+00:00,60435.5703125,60439.421875,60384.01171875,60384.01171875,60384.01171875,0
2024-09-14 03:45:00+00:00,60371.109375,60393.171875,60367.20703125,60379.34375,60379.34375,7858176
2024-09-14 04:00:00+00:00,60359.734375,60363.86328125,60333.25,60334.19921875,60334.19921875,13651968
2024-09-14 04:15:00+00:00,60324.5859375,60365.07421875,60323.1875,60356.46875,60356.46875,53919744
2024-09-14 04:30:00+00:00,60354.73828125,60354.73828125,60292.05859375,60294.21875,60294.21875,14635008
2024-09-14 04:45:00+00:00,60293.88671875,60302.5078125,60217.5390625,60217.5390625,60217.5390625,52377600
2024-09-14 05:00:00+00:00,60227.4140625,60255.0546875,60223.35546875,60237.859375,60237.859375,11964416
2024-09-14 05:15:00+00:00,60230.14453125,60230.14453125,60134.36328125,60139.59375,60139.59375,98107392
2024-09-14 05:30:00+00:00,60126.35546875,60173.046875,60082.93359375,60169.78515625,60169.78515625,81862656
2024-09-14 05:45:00+00:00,60169.2265625,60169.2265625,59986.16796875,59986.16796875,59986.16796875,52848640
2024-09-14 06:00:00+00:00,59954.7265625,60032.10546875,59954.7265625,60032.10546875,60032.10546875,138643456
2024-09-14 06:15:00+00:00,60045.43359375,60045.43359375,60002.51953125,60002.51953125,60002.51953125,13080576
2024-09-14 06:30:00+00:00,60005.1484375,60031.84765625,59930.02734375,60031.84765625,60031.84765625,0
2024-09-14 06:45:00+00:00,60041.3671875,60103.71484375,60028.84375,60065.46875,60065.46875,74557440
2024-09-14 07:00:00+00:00,60068.87890625,60068.87890625,60015.58203125,60029.828125,60029.828125,0
2024-09-14 07:15:00+00:00,60053.234375,60099.76953125,60044.9453125,60099.76953125,60099.76953125,28299264
